"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"152",355,81317,"Herb Cover = 55%",255,137,54,1,0.537255,0.211765,18084,2.8
"153",356,9108,"Herb Cover = 56%",255,136,51,1,0.533333,0.2,2026,0.3
"154",357,9427,"Herb Cover = 57%",255,136,51,1,0.533333,0.2,2097,0.3
"155",358,9880,"Herb Cover = 58%",255,135,48,1,0.529412,0.188235,2197,0.3
"156",359,9905,"Herb Cover = 59%",255,131,48,1,0.513725,0.188235,2203,0.3
"157",360,10063,"Herb Cover = 60%",255,130,46,1,0.509804,0.180392,2238,0.3
"158",361,10108,"Herb Cover = 61%",255,130,46,1,0.509804,0.180392,2248,0.3
"159",362,9903,"Herb Cover = 62%",255,124,43,1,0.486275,0.168627,2202,0.3
"160",363,9326,"Herb Cover = 63%",255,124,43,1,0.486275,0.168627,2074,0.3
"161",364,9438,"Herb Cover = 64%",255,123,41,1,0.482353,0.160784,2099,0.3
"162",365,8834,"Herb Cover = 65%",255,119,41,1,0.466667,0.160784,1965,0.3
"163",366,8379,"Herb Cover = 66%",255,119,41,1,0.466667,0.160784,1863,0.3
"164",367,7959,"Herb Cover = 67%",255,118,38,1,0.462745,0.14902,1770,0.3
"165",368,7453,"Herb Cover = 68%",255,114,38,1,0.447059,0.14902,1658,0.3
"166",369,6741,"Herb Cover = 69%",255,112,36,1,0.439216,0.141176,1499,0.2
"167",370,6135,"Herb Cover = 70%",255,112,36,1,0.439216,0.141176,1364,0.2
"168",371,5540,"Herb Cover = 71%",255,107,33,1,0.419608,0.129412,1232,0.2
"169",372,4911,"Herb Cover = 72%",255,107,33,1,0.419608,0.129412,1092,0.2
"170",373,4107,"Herb Cover = 73%",255,105,31,1,0.411765,0.121569,913,0.1
"171",374,3444,"Herb Cover = 74%",255,102,31,1,0.4,0.121569,766,0.1
"172",375,2889,"Herb Cover = 75%",255,100,28,1,0.392157,0.109804,642,0.1
"173",376,2439,"Herb Cover = 76%",255,100,28,1,0.392157,0.109804,542,0.1
"174",377,1991,"Herb Cover = 77%",255,100,28,1,0.392157,0.109804,443,0.1
"175",378,1539,"Herb Cover = 78%",255,94,25,1,0.368627,0.098039,342,0.1
"176",379,1246,"Herb Cover = 79%",255,94,25,1,0.368627,0.098039,277,0
"177",380,1040,"Herb Cover = 80%",255,93,23,1,0.364706,0.090196,231,0
"178",381,801,"Herb Cover = 81%",255,89,23,1,0.34902,0.090196,178,0
"179",382,1435,"Herb Cover = 82%",255,87,20,1,0.341176,0.078431,319,0
"180",383,343,"Herb Cover = 83%",255,87,20,1,0.341176,0.078431,76,0
"181",384,1002,"Herb Cover = 84%",255,81,18,1,0.317647,0.070588,223,0
"182",388,1,"Herb Cover = 88%",255,75,15,1,0.294118,0.058824,0,0
"183",391,2,"Herb Cover = 91%",255,67,10,1,0.262745,0.039216,0,0
